,timestamp,item,quantity
0,2021-03-01 08:00:00,shampoo,30
1,2021-03-01 08:00:00,soda,4
2,2021-03-01 08:00:00,shampoo,4
3,2021-03-01 10:00:00,shaving cream,19
4,2021-03-01 10:00:00,cupcakes,1
5,2021-03-01 10:00:00,bananas,7
6,2021-03-01 10:00:00,beans,30
7,2021-03-01 10:00:00,tea,10
8,2021-03-01 10:00:00,ketchup,4
9,2021-03-01 10:00:00,toilet paper,25
10,2021-03-01 11:00:00,hand soap,10
11,2021-03-01 11:00:00,beef,1
12,2021-03-01 11:00:00,cupcakes,1
13,2021-03-01 11:00:00,loaves,12
14,2021-03-01 11:00:00,beans,28
15,2021-03-01 12:00:00,paper towels,20
16,2021-03-01 12:00:00,soda,10
17,2021-03-01 12:00:00,cupcakes,1
18,2021-03-01 13:00:00,chicken,13
19,2021-03-01 13:00:00,dish soap,22
20,2021-03-01 13:00:00,bananas,11
21,2021-03-01 13:00:00,soda,4
22,2021-03-01 13:00:00,soda,9
23,2021-03-01 14:00:00,tilapia,15
24,2021-03-01 14:00:00,cupcakes,1
25,2021-03-01 14:00:00,tilapia,5
26,2021-03-01 14:00:00,cupcakes,1
27,2021-03-01 15:00:00,buns,20
28,2021-03-01 16:00:00,beans,21
29,2021-03-01 16:00:00,oranges,22
30,2021-03-01 17:00:00,apples,11
31,2021-03-01 17:00:00,beef,14
32,2021-03-01 17:00:00,toilet paper,30
33,2021-03-01 17:00:00,hand soap,23
34,2021-03-01 17:00:00,toilet paper,11
35,2021-03-01 17:00:00,tilapia,27
36,2021-03-01 17:00:00,beans,18
37,2021-03-01 17:00:00,oranges,29
38,2021-03-01 17:00:00,chicken,13
39,2021-03-01 17:00:00,laundry detergent,18
40,2021-03-01 17:00:00,toilet paper,9
41,2021-03-01 18:00:00,cookies,28
42,2021-03-01 18:00:00,dish soap,21
43,2021-03-01 19:00:00,toilet paper,26
44,2021-03-01 19:00:00,beef,12
45,2021-03-01 19:00:00,bananas,2
46,2021-03-01 19:00:00,dish soap,21
47,2021-03-01 19:00:00,coffee,23
48,2021-03-01 19:00:00,soda,10
49,2021-03-01 19:00:00,tea,12
